,geo,text,user,location,Subject,state
952,, The Independent:  airs 80-second supercut of 's racist remarks over the past 30 years.…,Mystiqu49215835,"San Carlos, CA",Donald Trump,California
975,," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",GaryRiggsJr,"Ohio, USA",Donald Trump,Ohio
977,, Those who didn't vote in 2016 are showing up early in droves — and more are Democrats. ,GrandmaTayters,"California, USA",Donald Trump,California
984,," Donald trump, Elon musk and Jeff bozos",666outKast,"Queens, NY",Donald Trump,New York
986,, Lil Wayne has just endorsed Donald Trump.,Markdugi21,"San Antonio, TX, USA ",Donald Trump,Texas
987,, An American President attacking American democracy in advance of an election has simply never been seen before. But Donald T…,PAGilchrist,"Washington, D.C.",Donald Trump,Washington
991,," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…",chrisanthony888,"Stamford, CT",Donald Trump,Connecticut
992,, Wisconsin voters are already furious at how their state politicians are handling—or not handling—coronavirus. Now they g…,auggie_dawgy,"Monterey County, CA",Donald Trump,California
998,," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…",BonusCup918,"Frederick, MD",Donald Trump,Maryland
1005,, Former NFL Quarterback Jay Cutler Shares Jack Nicklaus’ Endorsement Of President Trump ,shrstraker,"Florida, USA",Donald Trump,Florida
1011,,"  Donald Trump called Democrats and the media ""the enemy"" from the start.  How do you expect Democrats to view…",SanDeDoBee,"Utah, USA",Donald Trump,Utah
1013,, Those who didn't vote in 2016 are showing up early in droves — and more are Democrats. ,thefreaknlady08,"Louisville, KY ",Donald Trump,Kentucky
1014,," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",kat_pep_,GA,Donald Trump,Georgia
1016,," ""President Donald Trump has refused to say he’d accept the results of the election in the event that he… ",Jacob_the_lier,"North Carolina, USA",Donald Trump,North Carolina
1031,, It’s hard to believe that the people who raised us to never be like Donald Trump are the ones supporting Donald Trump.,modderman_rick,"Phoenix, AZ",Donald Trump,Arizona
1034,, David Letterman calling Donald Trump a straight-up racist. In 2012... ,jeffalford,"Paducah, KY",Donald Trump,Kentucky
1038,, The same political party that impeached President Donald Trump over a phone call about Joe Biden’s foreign corruption is…,Midnigh88205576,"Michigan, USA",Donald Trump,Michigan
1042,," Philly DA Throws Down Over Trump Poll Watchers: We Won't Be Cowed By A 'Despot'. “Break the law here, and I’ve got somet…",Aringr,"Texas, USA",Donald Trump,Texas
1045,, Donald Trump is on track to become the worst jobs president in modern American history. ,Pamela_Wa,"Seattle, WA",Donald Trump,Washington
1068,," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…",LaneZane1,"Henderson, NV",Donald Trump,Nevada
1069,," Trump is going to try to make his re-election his final giant con, losing the election but keeping the presidency. Massive l…",Kevin_C_ONeil,"Hamilton, OH",Donald Trump,Ohio
1070,, Please tell me y’all aren’t taking Lil Wayne seriously! Donald Trump said that he loves ❤️ the uneducated this is not surp…,ScoularHails,"Aberdeen, SD",Donald Trump,South Dakota
1073,, Show this clip to all of the people you know who support Donald Trump and claim he isn’t a racist.Decades of documentatio…,TheRealDidiU,"Monmouth, Oregon",Donald Trump,Oregon
1075,,  Tell me again how M4A controlled completely by the Executive Branch (Donald Trump) is an improv… ,BrettF02654736,"Oregon, USA",Donald Trump,Oregon
1084,, I think Donald trump now 🙄🔫🌽,jainormis,"Los Angeles, CA",Donald Trump,California
1088,,"  I want my future son to grow up to be like Donald or Eric Trump, not Hunter Biden.",OhioBeeBee,Ohio,Donald Trump,Ohio
1095,, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…,quiktrip10,"Roswell, GA",Donald Trump,Georgia
1099,, Lil Wayne has been to prison. Donald Trump is headed there.,pamelamarie2009,"Winter Haven, FL",Donald Trump,Florida
1103,," MAJOR BREAKING NEWS (UPDATE): As Donald Trump Falsely Declares That America ""Has Turned the Corner"" on COVID-19, Back in…",rei_c,"Fort Worth, TX",Donald Trump,Texas
1106,,     The Russian government interfered in the 2016 U.S… ,nana13bug,"North Carolina, USA",Donald Trump,North Carolina
1109,, Remember... it’s not just Donald Trump being voted out.... it’s his entire family and garbage administration that’ll be ki…,FuzzyDunlop32,"Pasadena, CA",Donald Trump,California
1110,, Americans plan widespread protests if Donald Trump interferes with election || Via: Reuters ,BellGwyneth1981,"Vancouver, WA",Donald Trump,Washington
1113,, It’s 2:30 in the morning and Donald Trump is completely melting down right now ,Kat_hy2019,"Michigan, USA",Donald Trump,Michigan
1122,, An American President attacking American democracy in advance of an election has simply never been seen before. But Donald T…,kmctee,"Austin, TX",Donald Trump,Texas
1125,," Florida and already voted for the only choice, Donald J. Trump!!!!!",rcarey912,"Oviedo, FL",Donald Trump,Florida
1131,, Civil rights leader and Christian activist Rev. William Owens endorsed Donald Trump for president. …,Susan44489808,"Virginia, USA",Donald Trump,Virginia
1144,," Donald Trump cancelled his racist pep rally in NC because of wind. Trump is terrified of wind, weather and women. 😂 🤣 😂",WilliamMMcKee,"Virginia Beach, VA",Donald Trump,Virginia
1154,, Go vote for Mr Donald J Trump today,Kenneth34900979,"Cleveland, TN",Donald Trump,Tennessee
1158,, NEW VIDEO: The U.S. is the oldest continuous democracy in the world. Trump is the first president in history to refuse…,kelly_riedell,"Minneapolis, MN",Donald Trump,Minnesota
1159,, NEW VIDEO: The U.S. is the oldest continuous democracy in the world. Trump is the first president in history to refuse…,Re_mark_ab1e,"Denver, CO",Donald Trump,Colorado
1161,," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",IamLucyRicardo,"New York, USA",Donald Trump,New York
1168,, Unraveling Lindsey Graham takes bizarre shot at Trump ,leaciah,"Maryland, USA",Donald Trump,Maryland
1175,, Show this clip to all of the people you know who support Donald Trump and claim he isn’t a racist.Decades of documentatio…,JBellSATX,"San Antonio, TX",Donald Trump,Texas
1181,," MAJOR BREAKING NEWS (UPDATE): As Donald Trump Falsely Declares That America ""Has Turned the Corner"" on COVID-19, Back in…",sighkey,"Maryland, USA",Donald Trump,Maryland
1182,,Go vote for Mr Donald J Trump today,Kenneth34900979,"Cleveland, TN",Donald Trump,Tennessee
1190,, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via ,ddk112250,"New Haven,CT",Donald Trump,Connecticut
1193,," The Economist’s Zanny Minton Beddoes:“If we have another four years of Donald Trump, the America that the world has come to se…",momma_dailey,"Ohio, USA",Donald Trump,Ohio
1197,, It’s 2:30 in the morning and Donald Trump is completely melting down right now ,annita_bowman,"Oregon, USA",Donald Trump,Oregon
1204,, NEW VIDEO! #PleaseSaveTheseChildren  If you don't have a bright line for crimes against children you don't have a line.…,bronsonTKO,New York,Donald Trump,New York
1214,, “My choice in the 2020 general election is between a personally offensive outsider who signs good policies into law and a…,eliosc,"Hialeah, FL",Donald Trump,Florida
1215,,  Thanks to the incompetent Donald J. Trump:Over 23M Americans are on unemployment.Tens of thousands of sma…,Ulianita08,"Hidden Hills, CA",Donald Trump,California
1219,,"With COVID-19 raging out of control in Wisconsin, it has become imperative for voters to tell Donald Trump… ",ajserino,"New Jersey, USA",Donald Trump,New Jersey
1221,," Donald Trump Jr.: ""Why aren't they talking about deaths? Oh, oh, because the number is almost nothing because we've gott…",cabcbg,"Washington, DC",Donald Trump,Washington
1222,," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",pastorrob2020,"Wichita, KS",Donald Trump,Kansas
1224,," Senator Collins was asked *three times* last night if she supports Donald Trump's reelection, and she refused to answer eac…",RogerKnisely,Pennsylvania,Donald Trump,Pennsylvania
1225,," Golf legend Jack Nicklaus endorses Trump for re-election, calls him ""more diverse"" than any president he's seen  …",RetroBaseNgames,"Manhattan, NY",Donald Trump,New York
1230,, America’s reputation abroad has plunged during Donald Trump’s presidency. Confidence that he will do the right thing in w…,mvmblackdogs_g,"Denver, CO",Donald Trump,Colorado
1234,, Donald Trump promised he would:❌ Make Mexico pay for his wall❌ Announce a health care plan❌ Pass an infrastructure bill…,Tikursewe,"Raleigh, NC",Donald Trump,North Carolina
1237,," ""Failed RINO former Governor Rick Snyder of Michigan was a disaster with respect to the Flint Water CATASTROPHE, and a…",wxyzdetroit,"Detroit, MI",Donald Trump,Michigan
1238,,"  I don’t want Hunter Biden’s laptop. I want Donald Trump’s taxes, his medical records, Ivanka’s and Jared…",ivorroy,New York,Donald Trump,New York
1244,," A 64-page document disseminated by associates of Donald Trump appears to be the work of a fake ""intelligence firm.""…",GrondaMorin,Florida,Donald Trump,Florida
1245,, America’s reputation abroad has plunged during Donald Trump’s presidency. Confidence that he will do the right thing in w…,delvis_8,"San Jose, CA",Donald Trump,California
1246,," Hey Rudy, we get it, Donald sent you a desperate panicked call from the WH to get out the fake mes… ",PhilipDMorton,"Los Angeles, CA",Donald Trump,California
1250,," .⁦⁩, a highly respected retired brigadier general who spent his career in the intelligence field, asks a hitherto u…",evabai,"Connecticut, USA",Donald Trump,Connecticut
1258,, Remember... it’s not just Donald Trump being voted out.... it’s his entire family and garbage administration that’ll be ki…,UbelieveInGhost,"Atlanta, GA",Donald Trump,Georgia
1261,, Donald Trump literally appointed three Supreme Court Justices who are prepared to strike down the entire Voting Rights Act…,MJnCBREEZY4LYFE,"Birmingham, AL",Donald Trump,Alabama
1263,," Biden couldn’t fill a high school gym, but Donald Trump (👇🏼) is behind in the polls? ",mmcandy64,"Chicago, IL",Donald Trump,Illinois
1265,," So much time and energy squandered because we entrusted the White House to the most corrupt, incompetent person imaginable.…",jay_bowes,"Oxford, MA",Donald Trump,Massachusetts
1277,," PROTESTS PLANNED TO OPPOSE A STOLEN ELECTIONActivist groups plan to hit the streets next week, if President Donald Tru…",dcboyisangry,"Washington, DC",Donald Trump,Washington
1278,,"  Donald Trump Jr: ""These people are truly morons""Then proceeds to counter scientific aggregate data with wh…",CheviotCourt,"Washington, DC",Donald Trump,Washington
1294,, The men in white coats can't be very far away from Donald Trump. Does Walter Reed hospital have a secure psychiatric unit,Robert_smith001,"Los Angeles, CA",Donald Trump,California
1296,," We are going up on radio in small, African American communities in Florida – places that neither party pays much attention…",KatSimkhovitch,"Volusia County, Florida",Donald Trump,Florida
1299,, America’s reputation abroad has plunged during Donald Trump’s presidency. Confidence that he will do the right thing in w…,anniescot,"Washington, USA",Donald Trump,Washington
1305,,      They all lie. Donald Trump lies like… ,Tetgren,"Irvington, NJ",Donald Trump,New Jersey
1306,, “My choice in the 2020 general election is between a personally offensive outsider who signs good policies into law and a…,AZSuperstitions,"Arizona, USA",Donald Trump,Arizona
1308,," COVID-19 deaths:United States: 225,000Population: 328.2 millionCOVID-19 deaths:Canada: 9,963Japan: 1,716Australia: 9…",thecwhenry,"San Diego, CA",Donald Trump,California
1312,, There is no greater supporter of Donald Trump in the world than Mark Zuckerberg / .No one has done more to elect…,JosiePLeon,"Santa Clarita, CA",Donald Trump,California
1313,, “They lied to you about Donald Trump. They lied about Brett Kavanaugh. They lied about children in cages. Hell- they eve…,JeannaCiccarone,"South Venice, FL",Donald Trump,Florida
1318,, Pollak: 11 Shining Successes of President Donald Trump‘s First Term  via ,adorbdeplorb,"Phoenix, AZ",Donald Trump,Arizona
1326,,"Rage, disbelief, jubilation—everyone reacted a little bit differently when Republican Donald Trump won the presiden… ",arthur_cambigue,"Tennessee, USA",Donald Trump,Tennessee
